STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00190736,"BLUE HILL COOP, MA US",10/15/17,0.01,0,0,66,57,61
USC00190736,"BLUE HILL COOP, MA US",10/16/17,0,0,0,72,57,57
USC00190736,"BLUE HILL COOP, MA US",10/17/17,0,0,0,59,35,37
USC00190736,"BLUE HILL COOP, MA US",10/18/17,0,0,0,57,37,46
USC00190736,"BLUE HILL COOP, MA US",10/19/17,0,0,0,70,46,53
USC00190736,"BLUE HILL COOP, MA US",10/20/17,0,0,0,72,53,55
USC00190736,"BLUE HILL COOP, MA US",10/21/17,0,0,0,68,52,55
USC00190736,"BLUE HILL COOP, MA US",10/22/17,0,0,0,77,55,61
USC00190736,"BLUE HILL COOP, MA US",10/23/17,0,0,0,73,50,51
USC00190736,"BLUE HILL COOP, MA US",10/24/17,0.11,0,0,69,51,65
USC00190736,"BLUE HILL COOP, MA US",10/25/17,1.31,0,0,73,64,66
USC00190736,"BLUE HILL COOP, MA US",10/26/17,0.64,0,0,67,57,57
USC00190736,"BLUE HILL COOP, MA US",10/27/17,0.26,0,0,60,42,42
USC00190736,"BLUE HILL COOP, MA US",10/28/17,0,0,0,60,42,50
USC00190736,"BLUE HILL COOP, MA US",10/29/17,0,0,0,66,50,58
USC00190736,"BLUE HILL COOP, MA US",10/30/17,3.12,0,0,63,57,59
USC00190736,"BLUE HILL COOP, MA US",10/31/17,0,0,0,59,44,45
USC00190736,"BLUE HILL COOP, MA US",11/1/17,0,0,0,56,39,42
USC00190736,"BLUE HILL COOP, MA US",11/2/17,0,0,0,53,42,53
USC00190736,"BLUE HILL COOP, MA US",11/3/17,0,0,0,71,53,58
USC00190736,"BLUE HILL COOP, MA US",11/4/17,0,0,0,74,39,40
USC00190736,"BLUE HILL COOP, MA US",11/5/17,0,0,0,54,40,48
USC00190736,"BLUE HILL COOP, MA US",11/6/17,0.01,0,0,63,48,60
USC00190736,"BLUE HILL COOP, MA US",11/7/17,0.05,0,0,64,37,37
USC00190736,"BLUE HILL COOP, MA US",11/8/17,0.19,0,0,46,34,35
USC00190736,"BLUE HILL COOP, MA US",11/9/17,0,0,0,43,31,32
USC00190736,"BLUE HILL COOP, MA US",11/10/17,0.01,0,0,50,32,39
USC00190736,"BLUE HILL COOP, MA US",11/11/17,0,0,0,39,18,20
USC00190736,"BLUE HILL COOP, MA US",11/12/17,0,0,0,36,19,30
USC00190736,"BLUE HILL COOP, MA US",11/13/17,0,0,0,45,30,38
USC00190736,"BLUE HILL COOP, MA US",11/14/17,0.26,0,0,40,33,33
USC00190736,"BLUE HILL COOP, MA US",11/15/17,0,0,0,40,31,32
USC00190736,"BLUE HILL COOP, MA US",11/16/17,0,0,0,43,32,41
USC00190736,"BLUE HILL COOP, MA US",11/17/17,0.21,0,0,51,35,36
USC00190736,"BLUE HILL COOP, MA US",11/18/17,0,0,0,42,26,29
USC00190736,"BLUE HILL COOP, MA US",11/19/17,0.27,0,0,58,29,56
USC00190736,"BLUE HILL COOP, MA US",11/20/17,0.17,0,0,58,31,31
USC00190736,"BLUE HILL COOP, MA US",11/21/17,0,0,0,39,31,37
USC00190736,"BLUE HILL COOP, MA US",11/22/17,0.02,0,0,57,37,51
USC00190736,"BLUE HILL COOP, MA US",11/23/17,0.85,0,0,53,26,28
USC00190736,"BLUE HILL COOP, MA US",11/24/17,0,0,0,40,28,32
USC00190736,"BLUE HILL COOP, MA US",11/25/17,0,0,0,49,32,40
USC00190736,"BLUE HILL COOP, MA US",11/26/17,0,0,0,57,40,43
USC00190736,"BLUE HILL COOP, MA US",11/27/17,0,0,0,46,31,33
USC00190736,"BLUE HILL COOP, MA US",11/28/17,0,0,0,44,19,20
USC00190736,"BLUE HILL COOP, MA US",11/29/17,0,0,0,49,20,49
USC00190736,"BLUE HILL COOP, MA US",11/30/17,0,0,0,58,26,27
USC00190736,"BLUE HILL COOP, MA US",12/1/17,0.04,0,0,45,27,42
USC00190736,"BLUE HILL COOP, MA US",12/2/17,0,0,0,50,29,30
USC00190736,"BLUE HILL COOP, MA US",12/3/17,0,0,0,43,30,34
USC00190736,"BLUE HILL COOP, MA US",12/4/17,0,0,0,42,32,32
USC00190736,"BLUE HILL COOP, MA US",12/5/17,0,0,0,43,32,35
USC00190736,"BLUE HILL COOP, MA US",12/6/17,0.72,0,0,58,35,47
USC00190736,"BLUE HILL COOP, MA US",12/7/17,0,0,0,47,30,30
USC00190736,"BLUE HILL COOP, MA US",12/8/17,0,0,0,44,28,29
USC00190736,"BLUE HILL COOP, MA US",12/9/17,0,0,0,38,29,32
USC00190736,"BLUE HILL COOP, MA US",12/10/17,0.72,5.6,5,34,27,28
USC00190736,"BLUE HILL COOP, MA US",12/11/17,0,0,3,35,27,30
USC00190736,"BLUE HILL COOP, MA US",12/12/17,0,0,2,38,29,34
USC00190736,"BLUE HILL COOP, MA US",12/13/17,0.06,0,1,43,18,19
USC00190736,"BLUE HILL COOP, MA US",12/14/17,0,0,1,22,18,18
USC00190736,"BLUE HILL COOP, MA US",12/15/17,0,0,1,27,12,13
USC00190736,"BLUE HILL COOP, MA US",12/16/17,0,0.1,1,24,13,17
USC00190736,"BLUE HILL COOP, MA US",12/17/17,0,0,1,32,14,15
USC00190736,"BLUE HILL COOP, MA US",12/18/17,0,0,1,27,15,23
USC00190736,"BLUE HILL COOP, MA US",12/19/17,0,0,1,36,23,36
USC00190736,"BLUE HILL COOP, MA US",12/20/17,0,0,0,49,36,37
USC00190736,"BLUE HILL COOP, MA US",12/21/17,0,0,0,41,23,24
USC00190736,"BLUE HILL COOP, MA US",12/22/17,0,0,0,32,21,22
USC00190736,"BLUE HILL COOP, MA US",12/23/17,0.11,0,0,32,22,25
USC00190736,"BLUE HILL COOP, MA US",12/24/17,0.57,0,0,37,25,32
USC00190736,"BLUE HILL COOP, MA US",12/25/17,0.31,0.2,0,35,29,33
USC00190736,"BLUE HILL COOP, MA US",12/26/17,0.42,3,3,33,18,19
USC00190736,"BLUE HILL COOP, MA US",12/27/17,0,0,3,24,6,8
USC00190736,"BLUE HILL COOP, MA US",12/28/17,0,0,2,19,1,2
USC00190736,"BLUE HILL COOP, MA US",12/29/17,0,0,2,10,-3,0
USC00190736,"BLUE HILL COOP, MA US",12/30/17,0,0,2,13,-1,2
USC00190736,"BLUE HILL COOP, MA US",12/31/17,0.03,0.5,3,14,2,4
USC00190736,"BLUE HILL COOP, MA US",1/1/18,0,0,2,10,-5,-4
USC00190736,"BLUE HILL COOP, MA US",1/2/18,0,0,2,11,-4,-1
USC00190736,"BLUE HILL COOP, MA US",1/3/18,0,0,2,15,-2,12
USC00190736,"BLUE HILL COOP, MA US",1/4/18,0,0,2,28,11,25
USC00190736,"BLUE HILL COOP, MA US",1/5/18,1.66,16.5,17,28,10,10
USC00190736,"BLUE HILL COOP, MA US",1/6/18,0,0,17,12,2,2
USC00190736,"BLUE HILL COOP, MA US",1/7/18,0,0,17,10,-8,-7
USC00190736,"BLUE HILL COOP, MA US",1/8/18,0,0,15,22,-7,22
USC00190736,"BLUE HILL COOP, MA US",1/9/18,0.02,0,14,33,21,30
USC00190736,"BLUE HILL COOP, MA US",1/10/18,0,0,11,40,21,21
USC00190736,"BLUE HILL COOP, MA US",1/11/18,0,0,10,39,20,39
USC00190736,"BLUE HILL COOP, MA US",1/12/18,0,0,3,50,39,49
USC00190736,"BLUE HILL COOP, MA US",1/13/18,2.28,0,0,60,49,57
USC00190736,"BLUE HILL COOP, MA US",1/14/18,0,0,0,58,11,11
USC00190736,"BLUE HILL COOP, MA US",1/15/18,0.01,0.2,0,21,11,11
USC00190736,"BLUE HILL COOP, MA US",1/16/18,0.01,0.3,0,19,11,19
USC00190736,"BLUE HILL COOP, MA US",1/17/18,0.05,0.5,1,31,19,30
USC00190736,"BLUE HILL COOP, MA US",1/18/18,0.16,1.8,2,32,16,17
USC00190736,"BLUE HILL COOP, MA US",1/19/18,0,0,2,29,16,18
USC00190736,"BLUE HILL COOP, MA US",1/20/18,0,0,1,34,18,33
USC00190736,"BLUE HILL COOP, MA US",1/21/18,0,0,0,45,33,34
USC00190736,"BLUE HILL COOP, MA US",1/22/18,0.01,0,0,47,34,35
USC00190736,"BLUE HILL COOP, MA US",1/23/18,0.11,0,0,38,33,34
USC00190736,"BLUE HILL COOP, MA US",1/24/18,1.21,0,0,55,33,36
USC00190736,"BLUE HILL COOP, MA US",1/25/18,0,0,0,37,17,17
USC00190736,"BLUE HILL COOP, MA US",1/26/18,0,0,0,29,15,15
USC00190736,"BLUE HILL COOP, MA US",1/27/18,0,0,0,32,15,31
USC00190736,"BLUE HILL COOP, MA US",1/28/18,0.06,0,0,52,31,44
USC00190736,"BLUE HILL COOP, MA US",1/29/18,0,0,0,47,34,34
USC00190736,"BLUE HILL COOP, MA US",1/30/18,0.27,3.6,4,36,18,18
USC00190736,"BLUE HILL COOP, MA US",1/31/18,0.15,2.3,6,27,12,12
USC00190736,"BLUE HILL COOP, MA US",2/1/18,0,0,3,30,12,30
USC00190736,"BLUE HILL COOP, MA US",2/2/18,0.3,2.4,4,45,30,30
USC00190736,"BLUE HILL COOP, MA US",2/3/18,0.01,0.1,2,30,4,6
USC00190736,"BLUE HILL COOP, MA US",2/4/18,0,0,2,30,6,30
USC00190736,"BLUE HILL COOP, MA US",2/5/18,0.68,0,0,46,30,36
USC00190736,"BLUE HILL COOP, MA US",2/6/18,0,0,0,39,17,20
USC00190736,"BLUE HILL COOP, MA US",2/7/18,0,0,0,31,20,23
USC00190736,"BLUE HILL COOP, MA US",2/8/18,0.62,1.1,1,42,22,22
USC00190736,"BLUE HILL COOP, MA US",2/9/18,0,0,0,29,16,17
USC00190736,"BLUE HILL COOP, MA US",2/10/18,0,0,0,36,17,36
USC00190736,"BLUE HILL COOP, MA US",2/11/18,0.41,0,0,52,36,44
USC00190736,"BLUE HILL COOP, MA US",2/12/18,0.49,0,0,53,36,40
USC00190736,"BLUE HILL COOP, MA US",2/13/18,0,0,0,41,21,21
USC00190736,"BLUE HILL COOP, MA US",2/14/18,0,0,0,31,21,29
USC00190736,"BLUE HILL COOP, MA US",2/15/18,0,0,0,46,29,38
USC00190736,"BLUE HILL COOP, MA US",2/16/18,0.04,0,0,50,38,47
USC00190736,"BLUE HILL COOP, MA US",2/17/18,0,0,0,50,23,23
USC00190736,"BLUE HILL COOP, MA US",2/18/18,0.6,5.8,6,38,23,30
USC00190736,"BLUE HILL COOP, MA US",2/19/18,0,0,3,41,29,32
USC00190736,"BLUE HILL COOP, MA US",2/20/18,0.1,0,0,50,32,49
USC00190736,"BLUE HILL COOP, MA US",2/21/18,0,0,0,68,49,55
USC00190736,"BLUE HILL COOP, MA US",2/22/18,0,0,0,70,40,40
USC00190736,"BLUE HILL COOP, MA US",2/23/18,0.1,0,0,40,28,30
USC00190736,"BLUE HILL COOP, MA US",2/24/18,0.2,0,0,41,30,41
USC00190736,"BLUE HILL COOP, MA US",2/25/18,0.06,0,0,54,33,34
USC00190736,"BLUE HILL COOP, MA US",2/26/18,0.5,0,0,39,34,35
USC00190736,"BLUE HILL COOP, MA US",2/27/18,0,0,0,48,29,31
USC00190736,"BLUE HILL COOP, MA US",2/28/18,0,0,0,51,31,39
USC00190736,"BLUE HILL COOP, MA US",3/1/18,0.01,0,0,59,39,42
USC00190736,"BLUE HILL COOP, MA US",3/2/18,0.75,0,0,61,35,35
USC00190736,"BLUE HILL COOP, MA US",3/3/18,2.72,0.7,0,40,32,34
USC00190736,"BLUE HILL COOP, MA US",3/4/18,0,0,0,40,34,36
USC00190736,"BLUE HILL COOP, MA US",3/5/18,0.12,1.2,1,39,29,30
USC00190736,"BLUE HILL COOP, MA US",3/6/18,0,0,0,40,29,30
USC00190736,"BLUE HILL COOP, MA US",3/7/18,0.02,0,0,34,30,32
USC00190736,"BLUE HILL COOP, MA US",3/8/18,2.05,13.8,14,35,28,29
USC00190736,"BLUE HILL COOP, MA US",3/9/18,0.09,1.2,10,34,24,25
USC00190736,"BLUE HILL COOP, MA US",3/10/18,0,0,9,36,25,30
USC00190736,"BLUE HILL COOP, MA US",3/11/18,0,0,9,37,26,29
USC00190736,"BLUE HILL COOP, MA US",3/12/18,0,0,6,42,26,28
USC00190736,"BLUE HILL COOP, MA US",3/13/18,0.85,5.8,10,39,28,30
USC00190736,"BLUE HILL COOP, MA US",3/14/18,1.35,17.2,19,31,24,26
USC00190736,"BLUE HILL COOP, MA US",3/15/18,0.01,0.2,15,36,26,30
USC00190736,"BLUE HILL COOP, MA US",3/16/18,0,0,13,40,25,28
USC00190736,"BLUE HILL COOP, MA US",3/17/18,0,0,12,35,21,23
USC00190736,"BLUE HILL COOP, MA US",3/18/18,0,0,12,40,10,13
USC00190736,"BLUE HILL COOP, MA US",3/19/18,0,0,11,31,13,17
USC00190736,"BLUE HILL COOP, MA US",3/20/18,0,0,10,35,17,22
USC00190736,"BLUE HILL COOP, MA US",3/21/18,0,0,10,40,22,32
USC00190736,"BLUE HILL COOP, MA US",3/22/18,0.38,3,13,35,30,30
USC00190736,"BLUE HILL COOP, MA US",3/23/18,0.07,0.6,13,39,28,31
USC00190736,"BLUE HILL COOP, MA US",3/24/18,0,0,11,44,31,35
USC00190736,"BLUE HILL COOP, MA US",3/25/18,0.18,1.8,10,45,30,31
USC00190736,"BLUE HILL COOP, MA US",3/26/18,0,0,10,36,27,31
USC00190736,"BLUE HILL COOP, MA US",3/27/18,0,0,8,38,25,28
USC00190736,"BLUE HILL COOP, MA US",3/28/18,0.01,0,7,44,28,36
USC00190736,"BLUE HILL COOP, MA US",3/29/18,0,0,4,55,35,41
USC00190736,"BLUE HILL COOP, MA US",3/30/18,0,0,2,55,41,50
USC00190736,"BLUE HILL COOP, MA US",3/31/18,0.08,0,1,62,35,37
USC00190736,"BLUE HILL COOP, MA US",4/1/18,0,0,0,56,37,44
USC00190736,"BLUE HILL COOP, MA US",4/2/18,0,0,0,58,31,33
USC00190736,"BLUE HILL COOP, MA US",4/3/18,0.13,1.6,0,38,30,34
USC00190736,"BLUE HILL COOP, MA US",4/4/18,0.54,0,0,48,34,39
USC00190736,"BLUE HILL COOP, MA US",4/5/18,0.21,0,0,54,27,29
USC00190736,"BLUE HILL COOP, MA US",4/6/18,0,0,0,40,25,30
USC00190736,"BLUE HILL COOP, MA US",4/7/18,0.25,1,0,41,30,34
USC00190736,"BLUE HILL COOP, MA US",4/8/18,0,0,0,46,29,31
USC00190736,"BLUE HILL COOP, MA US",4/9/18,0,0,0,42,24,29
USC00190736,"BLUE HILL COOP, MA US",4/10/18,0,0,0,45,28,36
USC00190736,"BLUE HILL COOP, MA US",4/11/18,0,0,0,39,29,32
USC00190736,"BLUE HILL COOP, MA US",4/12/18,0,0,0,48,32,38
USC00190736,"BLUE HILL COOP, MA US",4/13/18,0.03,0,0,61,38,56
USC00190736,"BLUE HILL COOP, MA US",4/14/18,0,0,0,65,43,48
USC00190736,"BLUE HILL COOP, MA US",4/15/18,0,0,0,51,33,34
USC00190736,"BLUE HILL COOP, MA US",4/16/18,0.67,0,0,36,30,36
USC00190736,"BLUE HILL COOP, MA US",4/17/18,2.27,0,0,55,36,40
USC00190736,"BLUE HILL COOP, MA US",4/18/18,0,0,0,48,32,35
USC00190736,"BLUE HILL COOP, MA US",4/19/18,0.08,0,0,53,35,35
USC00190736,"BLUE HILL COOP, MA US",4/20/18,0.14,0,0,41,31,35
USC00190736,"BLUE HILL COOP, MA US",4/21/18,0,0,0,52,33,40
USC00190736,"BLUE HILL COOP, MA US",4/22/18,0,0,0,60,36,44
USC00190736,"BLUE HILL COOP, MA US",4/23/18,0,0,0,61,40,48
USC00190736,"BLUE HILL COOP, MA US",4/24/18,0,0,0,62,39,47
USC00190736,"BLUE HILL COOP, MA US",4/25/18,0.05,0,0,67,47,49
USC00190736,"BLUE HILL COOP, MA US",4/26/18,1.17,0,0,57,49,54
USC00190736,"BLUE HILL COOP, MA US",4/27/18,0,0,0,66,46,50
USC00190736,"BLUE HILL COOP, MA US",4/28/18,0.55,0,0,60,45,51
USC00190736,"BLUE HILL COOP, MA US",4/29/18,0,0,0,73,49,50
USC00190736,"BLUE HILL COOP, MA US",4/30/18,0.04,0,0,59,36,40
USC00190736,"BLUE HILL COOP, MA US",5/1/18,0.37,0,0,46,39,45
USC00190736,"BLUE HILL COOP, MA US",5/2/18,0,0,0,67,45,67
USC00190736,"BLUE HILL COOP, MA US",5/3/18,0,0,0,88,66,71
USC00190736,"BLUE HILL COOP, MA US",5/4/18,0.16,0,0,90,67,67
USC00190736,"BLUE HILL COOP, MA US",5/5/18,0.02,0,0,81,54,56
USC00190736,"BLUE HILL COOP, MA US",5/6/18,0,0,0,74,56,59
USC00190736,"BLUE HILL COOP, MA US",5/7/18,0.21,0,0,65,48,55
USC00190736,"BLUE HILL COOP, MA US",5/8/18,0,0,0,62,46,54
USC00190736,"BLUE HILL COOP, MA US",5/9/18,0,0,0,73,49,59
USC00190736,"BLUE HILL COOP, MA US",5/10/18,0.03,0,0,74,48,49
USC00190736,"BLUE HILL COOP, MA US",5/11/18,0,0,0,73,49,61
USC00190736,"BLUE HILL COOP, MA US",5/12/18,0,0,0,70,48,48
USC00190736,"BLUE HILL COOP, MA US",5/13/18,0.19,0,0,51,46,46
USC00190736,"BLUE HILL COOP, MA US",5/14/18,0,0,0,58,46,50
USC00190736,"BLUE HILL COOP, MA US",5/15/18,0,0,0,73,50,57
USC00190736,"BLUE HILL COOP, MA US",5/16/18,0.74,0,0,83,51,52
USC00190736,"BLUE HILL COOP, MA US",5/17/18,0.02,0,0,56,48,53
USC00190736,"BLUE HILL COOP, MA US",5/18/18,0,0,0,72,53,53
USC00190736,"BLUE HILL COOP, MA US",5/19/18,0,0,0,55,43,51
USC00190736,"BLUE HILL COOP, MA US",5/20/18,0.22,0,0,64,50,63
USC00190736,"BLUE HILL COOP, MA US",5/21/18,0.2,0,0,77,52,57
USC00190736,"BLUE HILL COOP, MA US",5/22/18,0,0,0,77,56,68
USC00190736,"BLUE HILL COOP, MA US",5/23/18,0.04,0,0,68,51,59
USC00190736,"BLUE HILL COOP, MA US",5/24/18,0.06,0,0,82,51,57
USC00190736,"BLUE HILL COOP, MA US",5/25/18,0,0,0,74,50,61
USC00190736,"BLUE HILL COOP, MA US",5/26/18,0,0,0,86,61,73
USC00190736,"BLUE HILL COOP, MA US",5/27/18,0.04,0,0,88,50,51
USC00190736,"BLUE HILL COOP, MA US",5/28/18,0.08,0,0,53,47,50
USC00190736,"BLUE HILL COOP, MA US",5/29/18,0,0,0,65,50,65
USC00190736,"BLUE HILL COOP, MA US",5/30/18,0,0,0,85,60,64
USC00190736,"BLUE HILL COOP, MA US",5/31/18,0,0,0,72,54,62
USC00190736,"BLUE HILL COOP, MA US",6/1/18,0,0,0,81,62,65
USC00190736,"BLUE HILL COOP, MA US",6/2/18,0,0,0,78,65,72
USC00190736,"BLUE HILL COOP, MA US",6/3/18,0,0,0,79,52,57
USC00190736,"BLUE HILL COOP, MA US",6/4/18,0.13,0,0,59,45,49
USC00190736,"BLUE HILL COOP, MA US",6/5/18,0.69,0,0,52,47,49
USC00190736,"BLUE HILL COOP, MA US",6/6/18,0.19,0,0,64,49,52
USC00190736,"BLUE HILL COOP, MA US",6/7/18,0,0,0,66,50,56
USC00190736,"BLUE HILL COOP, MA US",6/8/18,0,0,0,69,52,59
USC00190736,"BLUE HILL COOP, MA US",6/9/18,0,0,0,79,58,66
USC00190736,"BLUE HILL COOP, MA US",6/10/18,0,0,0,79,56,65
USC00190736,"BLUE HILL COOP, MA US",6/11/18,0,0,0,72,54,59
USC00190736,"BLUE HILL COOP, MA US",6/12/18,0,0,0,68,49,58
USC00190736,"BLUE HILL COOP, MA US",6/13/18,0,0,0,77,56,64
USC00190736,"BLUE HILL COOP, MA US",6/14/18,0,0,0,74,64,68
USC00190736,"BLUE HILL COOP, MA US",6/15/18,0.01,0,0,77,53,53
USC00190736,"BLUE HILL COOP, MA US",6/16/18,0,0,0,68,53,65
USC00190736,"BLUE HILL COOP, MA US",6/17/18,0,0,0,83,63,69
USC00190736,"BLUE HILL COOP, MA US",6/18/18,0,0,0,86,64,69
USC00190736,"BLUE HILL COOP, MA US",6/19/18,0.11,0,0,86,68,71
USC00190736,"BLUE HILL COOP, MA US",6/20/18,0,0,0,81,58,68
USC00190736,"BLUE HILL COOP, MA US",6/21/18,0,0,0,81,61,66
USC00190736,"BLUE HILL COOP, MA US",6/22/18,0,0,0,81,56,62
USC00190736,"BLUE HILL COOP, MA US",6/23/18,0,0,0,75,57,60
USC00190736,"BLUE HILL COOP, MA US",6/24/18,0.03,0,0,65,55,60
USC00190736,"BLUE HILL COOP, MA US",6/25/18,0.39,0,0,78,59,64
USC00190736,"BLUE HILL COOP, MA US",6/26/18,0.01,0,0,70,53,61
USC00190736,"BLUE HILL COOP, MA US",6/27/18,0,0,0,79,59,63
USC00190736,"BLUE HILL COOP, MA US",6/28/18,0.18,0,0,78,63,68
USC00190736,"BLUE HILL COOP, MA US",6/29/18,1.11,0,0,71,66,71
USC00190736,"BLUE HILL COOP, MA US",6/30/18,0,0,0,87,69,75
USC00190736,"BLUE HILL COOP, MA US",7/1/18,0,0,0,90,72,77
USC00190736,"BLUE HILL COOP, MA US",7/2/18,0,0,0,94,68,75
USC00190736,"BLUE HILL COOP, MA US",7/3/18,0,0,0,90,69,76
USC00190736,"BLUE HILL COOP, MA US",7/4/18,0,0,0,94,73,80
USC00190736,"BLUE HILL COOP, MA US",7/5/18,0,0,0,89,73,78
USC00190736,"BLUE HILL COOP, MA US",7/6/18,0,0,0,91,74,78
USC00190736,"BLUE HILL COOP, MA US",7/7/18,0.56,0,0,80,54,61
USC00190736,"BLUE HILL COOP, MA US",7/8/18,0,0,0,78,57,68
USC00190736,"BLUE HILL COOP, MA US",7/9/18,0,0,0,83,60,66
USC00190736,"BLUE HILL COOP, MA US",7/10/18,0,0,0,88,63,71
USC00190736,"BLUE HILL COOP, MA US",7/11/18,0.73,0,0,91,63,65
USC00190736,"BLUE HILL COOP, MA US",7/12/18,0,0,0,73,58,66
USC00190736,"BLUE HILL COOP, MA US",7/13/18,0,0,0,77,61,66
USC00190736,"BLUE HILL COOP, MA US",7/14/18,0,0,0,84,61,67
USC00190736,"BLUE HILL COOP, MA US",7/15/18,0,0,0,80,65,67
USC00190736,"BLUE HILL COOP, MA US",7/16/18,0,0,0,84,67,72
USC00190736,"BLUE HILL COOP, MA US",7/17/18,0,0,0,83,71,76
USC00190736,"BLUE HILL COOP, MA US",7/18/18,1.36,0,0,88,66,66
USC00190736,"BLUE HILL COOP, MA US",7/19/18,0,0,0,81,56,64
USC00190736,"BLUE HILL COOP, MA US",7/20/18,0,0,0,80,62,67
USC00190736,"BLUE HILL COOP, MA US",7/21/18,0,0,0,83,59,67
USC00190736,"BLUE HILL COOP, MA US",7/22/18,0.05,0,0,76,62,68
USC00190736,"BLUE HILL COOP, MA US",7/23/18,0.27,0,0,76,68,73
USC00190736,"BLUE HILL COOP, MA US",7/24/18,0.06,0,0,82,72,74
USC00190736,"BLUE HILL COOP, MA US",7/25/18,0,0,0,82,72,76
USC00190736,"BLUE HILL COOP, MA US",7/26/18,0.19,0,0,82,71,72
USC00190736,"BLUE HILL COOP, MA US",7/27/18,0.61,0,0,83,69,71
USC00190736,"BLUE HILL COOP, MA US",7/28/18,0.01,0,0,88,71,74
USC00190736,"BLUE HILL COOP, MA US",7/29/18,0,0,0,87,68,71
USC00190736,"BLUE HILL COOP, MA US",7/30/18,0,0,0,82,64,68
USC00190736,"BLUE HILL COOP, MA US",7/31/18,0,0,0,82,63,67
USC00190736,"BLUE HILL COOP, MA US",8/1/18,0,0,0,86,66,69
USC00190736,"BLUE HILL COOP, MA US",8/2/18,0,0,0,82,69,77
USC00190736,"BLUE HILL COOP, MA US",8/3/18,0,0,0,92,74,77
USC00190736,"BLUE HILL COOP, MA US",8/4/18,0.19,0,0,88,72,76
USC00190736,"BLUE HILL COOP, MA US",8/5/18,1.16,0,0,82,66,71
USC00190736,"BLUE HILL COOP, MA US",8/6/18,0,0,0,89,71,76
USC00190736,"BLUE HILL COOP, MA US",8/7/18,0,0,0,92,73,78
USC00190736,"BLUE HILL COOP, MA US",8/8/18,0,0,0,92,73,76
USC00190736,"BLUE HILL COOP, MA US",8/9/18,0.77,0,0,88,71,72
USC00190736,"BLUE HILL COOP, MA US",8/10/18,0,0,0,86,66,71
USC00190736,"BLUE HILL COOP, MA US",8/11/18,0.03,0,0,85,67,67
USC00190736,"BLUE HILL COOP, MA US",8/12/18,0.43,0,0,70,66,68
USC00190736,"BLUE HILL COOP, MA US",8/13/18,0.28,0,0,73,64,65
USC00190736,"BLUE HILL COOP, MA US",8/14/18,0.17,0,0,72,65,71
USC00190736,"BLUE HILL COOP, MA US",8/15/18,0,0,0,83,68,70
USC00190736,"BLUE HILL COOP, MA US",8/16/18,0,0,0,86,70,74
USC00190736,"BLUE HILL COOP, MA US",8/17/18,0,0,0,87,67,71
USC00190736,"BLUE HILL COOP, MA US",8/18/18,0.02,0,0,83,71,71
USC00190736,"BLUE HILL COOP, MA US",8/19/18,0.5,0,0,83,62,65
USC00190736,"BLUE HILL COOP, MA US",8/20/18,0.01,0,0,68,63,64
USC00190736,"BLUE HILL COOP, MA US",8/21/18,0,0,0,72,61,64
USC00190736,"BLUE HILL COOP, MA US",8/22/18,0.3,0,0,69,62,65
USC00190736,"BLUE HILL COOP, MA US",8/23/18,0.09,0,0,82,60,62
USC00190736,"BLUE HILL COOP, MA US",8/24/18,0,0,0,76,59,64
USC00190736,"BLUE HILL COOP, MA US",8/25/18,0,0,0,82,63,67
USC00190736,"BLUE HILL COOP, MA US",8/26/18,0,0,0,80,59,64
USC00190736,"BLUE HILL COOP, MA US",8/27/18,0,0,0,81,64,72
USC00190736,"BLUE HILL COOP, MA US",8/28/18,0,0,0,86,72,76
USC00190736,"BLUE HILL COOP, MA US",8/29/18,0,0,0,93,75,79
USC00190736,"BLUE HILL COOP, MA US",8/30/18,0,0,0,94,74,77
USC00190736,"BLUE HILL COOP, MA US",8/31/18,0,0,0,88,63,64
USC00190736,"BLUE HILL COOP, MA US",9/1/18,0,0,0,72,58,65
USC00190736,"BLUE HILL COOP, MA US",9/2/18,0,0,0,74,61,66
USC00190736,"BLUE HILL COOP, MA US",9/3/18,0,0,0,83,66,72
USC00190736,"BLUE HILL COOP, MA US",9/4/18,0,0,0,92,72,75
USC00190736,"BLUE HILL COOP, MA US",9/5/18,0,0,0,87,67,69
USC00190736,"BLUE HILL COOP, MA US",9/6/18,0,0,0,89,69,74
USC00190736,"BLUE HILL COOP, MA US",9/7/18,0.56,0,0,92,63,64
USC00190736,"BLUE HILL COOP, MA US",9/8/18,0.01,0,0,68,60,61
USC00190736,"BLUE HILL COOP, MA US",9/9/18,0,0,0,68,53,55
USC00190736,"BLUE HILL COOP, MA US",9/10/18,0,0,0,61,55,59
USC00190736,"BLUE HILL COOP, MA US",9/11/18,1.37,0,0,65,58,63
USC00190736,"BLUE HILL COOP, MA US",9/12/18,0.05,0,0,75,62,66
USC00190736,"BLUE HILL COOP, MA US",9/13/18,0.95,0,0,66,62,62
USC00190736,"BLUE HILL COOP, MA US",9/14/18,0,0,0,68,61,65
USC00190736,"BLUE HILL COOP, MA US",9/15/18,0.01,0,0,75,62,63
USC00190736,"BLUE HILL COOP, MA US",9/16/18,0,0,0,76,61,66
USC00190736,"BLUE HILL COOP, MA US",9/17/18,0.01,0,0,84,64,65
USC00190736,"BLUE HILL COOP, MA US",9/18/18,0.07,0,0,82,65,71
USC00190736,"BLUE HILL COOP, MA US",9/19/18,3.32,0,0,74,59,59
